Time [s],Channel 0,Channel 1
21.144780900,0,1
21.145361860,1,1
21.194783440,1,0
21.195362260,0,0
21.244785880,0,1
21.245362080,1,1
21.294782680,1,0
21.295361540,0,0
21.344785060,0,1
21.345360800,1,1
21.394787620,1,0
21.395360760,0,0
21.444784180,0,1
21.445360720,1,1
21.494786700,1,0
21.495360540,0,0
21.544789020,0,1
21.545359700,1,1
21.594786100,1,0
21.595359460,0,0
21.644788160,0,1
21.645359340,1,1
21.694790660,1,0
21.695358860,0,0
21.744787620,0,1
21.745358580,1,1
21.794790180,1,0
21.795358360,0,0
21.844792480,0,1
21.845358360,1,1
21.894789580,1,0
21.895357800,0,0
21.944791940,0,1
21.945357560,1,1
21.994794940,1,0
21.995357280,0,0
22.044791040,0,1
22.045357220,1,1
22.094793580,1,0
22.095356720,0,0
22.144796420,0,1
22.145356420,1,1
22.194792680,1,0
22.195356680,0,0
22.244794760,0,1
22.245356660,1,1
22.294796880,1,0
22.295355660,0,0
22.344799240,0,1
22.345355560,1,1
22.394795560,1,0
22.395355060,0,0
22.444797160,0,1
22.445354920,1,1
22.494799260,1,0
22.495355380,0,0
22.544796160,0,1
22.545354680,1,1
22.594798340,1,0
22.595354040,0,0
22.644800660,0,1
22.645354180,1,1
22.694797800,1,0
22.695353500,0,0
22.744800160,0,1
22.745353200,1,1
22.794802300,1,0
22.795352920,0,0
22.844804660,0,1
22.845352660,1,1
22.894800980,1,0
22.895352360,0,0
22.944802560,0,1
22.945352120,1,1
22.994804680,1,0
22.995351860,0,0
23.044801580,0,1
23.045351720,1,1
23.094803760,1,0
23.095351320,0,0
23.144806060,0,1
23.145351100,1,1
23.194803220,1,0
23.195350760,0,0
23.244804040,0,1
23.245351120,1,1
23.294806560,1,0
23.295350700,0,0
23.344809400,0,1
23.345350140,1,1
23.394805680,1,0
23.395349780,0,0
23.444808040,0,1
23.445350260,1,1
23.494811040,1,0
23.495349540,0,0
23.544807560,0,1
23.545348860,1,1
23.594809740,1,0
23.595348580,0,0
23.644811700,0,1
23.645348480,1,1
23.694813800,1,0
23.695348080,0,0
23.744809880,0,1
23.745347800,1,1
23.794812460,1,0
23.795347520,0,0
23.844814960,0,1
23.845347340,1,1
23.894811620,1,0
23.895347000,0,0
23.944813980,0,1
23.945346700,1,1
23.994817020,1,0
23.995346380,0,0
24.044813460,0,1
24.045346200,1,1
24.094816400,1,0
24.095345860,0,0
24.144818700,0,1
24.145345620,1,1
24.194815020,1,0
24.195345340,0,0
24.244815540,0,1
24.245345760,1,1
24.294818480,1,0
24.295345320,0,0
24.344820780,0,1
24.345345060,1,1
24.394817460,1,0
24.395344720,0,0
24.444820160,0,1
24.445343980,1,1
24.494817260,1,0
24.495344120,0,0
24.544819600,0,1
24.545343460,1,1
24.594821740,1,0
24.595343160,0,0
24.644824100,0,1
24.645346160,1,1
24.694820420,1,0
24.695342800,0,0
24.744822000,0,1
24.745342380,1,1
24.794824100,1,0
24.795342260,0,0
24.844821000,0,1
24.845342160,1,1
24.894823180,1,0
24.895341620,0,0
24.944825480,0,1
24.945341260,1,1
24.994822640,1,0
24.995340980,0,0
25.044824980,0,1
25.045340860,1,1
25.094827120,1,0
25.095340460,0,0
25.144829480,0,1
25.145340200,1,1
25.194825800,1,0
25.195340080,0,0
25.244827440,0,1
25.245340100,1,1
25.294830440,1,0
25.295339360,0,0
25.344826960,0,1
25.345339100,1,1
25.394829140,1,0
25.395338800,0,0
25.444831080,0,1
25.445338680,1,1
25.494833200,1,0
25.495338720,0,0
25.544829260,0,1
25.545337980,1,1
25.594831840,1,0
25.595338420,0,0
25.644834340,0,1
25.645338020,1,1
25.694831000,1,0
25.695337220,0,0
25.744833340,0,1
25.745336940,1,1
25.794836380,1,0
25.795336720,0,0
25.844832820,0,1
25.845336360,1,1
25.894835780,1,0
25.895336080,0,0
25.944838080,0,1
25.945335860,1,1
25.994834380,1,0
25.995335580,0,0
26.044835960,0,1
26.045335320,1,1
26.094838080,1,0
26.095335040,0,0
26.144834980,0,1
26.145334780,1,1
26.194837140,1,0
26.195432360,0,0
26.244838500,0,1
26.245334820,1,1
26.294841160,1,0
26.295334640,0,0
26.344837360,0,1
26.345333680,1,1
26.394839920,1,0
26.395333660,0,0
26.444842240,0,1
26.445333460,1,1
26.494839360,1,0
26.495333460,0,0
26.544841740,0,1
26.545332600,1,1
26.594844760,1,0
26.595332300,0,0
26.644840880,0,1
26.645332540,1,1
26.694843440,1,0
26.695331820,0,0
26.744846300,0,1
26.745331520,1,1
26.794842580,1,0
26.795331280,0,0
26.844844980,0,1
26.845330980,1,1
26.894847980,1,0
26.895330740,0,0
26.944844540,0,1
26.945330400,1,1
26.994846740,1,0
26.995330140,0,0
27.045117160,0,1
27.045330580,1,1
27.095119400,1,0
27.095329780,0,0
27.145121680,0,1
27.145329860,1,1
27.195118820,1,0
27.195329680,0,0
27.245120800,0,1
27.245329580,1,1
27.295123300,1,0
27.295329100,0,0
27.345125300,0,1
27.345328540,1,1
27.395121980,1,0
27.395330040,0,0
27.445124700,0,1
27.445327880,1,1
27.495127260,1,0
27.495327900,0,0
27.545123740,0,1
27.545327180,1,1
27.595126280,1,0
27.595326860,0,0
27.645128700,0,1
27.645326980,1,1
27.695124980,1,0
27.695326400,0,0
27.745127000,0,1
27.745326180,1,1
27.795130080,1,0
27.795325820,0,0
27.845126200,0,1
27.845325560,1,1
27.895128740,1,0
27.895325240,0,0
27.945131600,0,1
27.945324980,1,1
27.995127880,1,0
27.995324740,0,0
28.045130260,0,1
28.045324500,1,1
28.095133280,1,0
28.095324140,0,0
28.145129820,0,1
28.145323920,1,1
28.195132020,1,0
28.195323620,0,0
28.245135380,0,1
28.245324360,1,1
28.295131660,1,0
28.295323860,0,0
28.345133660,0,1
28.345323280,1,1
28.395136740,1,0
28.395322520,0,0
28.445132860,0,1
28.445322480,1,1
28.495135420,1,0
28.495322720,0,0
28.545138260,0,1
28.545321740,1,1
28.595134540,1,0
28.595321480,0,0
28.645136940,0,1
28.645321220,1,1
28.695139940,1,0
28.695320920,0,0
28.745136480,0,1
28.745320640,1,1
28.795138680,1,0
28.795320440,0,0
28.845140640,0,1
28.845320140,1,1
28.895142760,1,0
28.895319980,0,0
28.945138860,0,1
28.945319580,1,1
28.995141460,1,0
28.995319340,0,0
29.045143960,0,1
29.045319080,1,1
29.095140660,1,0
29.095318740,0,0
29.145143020,0,1
29.145318440,1,1
29.195146080,1,0
29.195318260,0,0
29.245142580,0,1
29.245318940,1,1
29.295145500,1,0
29.295318300,0,0
29.345147800,0,1
29.345317540,1,1
29.395144140,1,0
29.395317100,0,0
29.445145740,0,1
29.445316960,1,1
29.495147860,1,0
29.495317140,0,0
29.545144780,0,1
29.545316440,1,1
29.595146980,1,0
29.595316820,0,0
29.645149280,0,1
29.645316140,1,1
29.695146460,1,0
29.695315660,0,0
29.745148820,0,1
29.745315400,1,1
29.795150960,1,0
29.795314920,0,0
29.845153340,0,1
29.845315140,1,1
29.895149660,1,0
29.895314500,0,0
29.945151280,0,1
29.945314160,1,1
29.995153400,1,0
29.995313880,0,0
30.045150320,0,1
30.045313740,1,1
30.095152500,1,0
30.095313320,0,0
30.145154820,0,1
30.145313080,1,1
30.195151980,1,0
30.195312780,0,0
30.245153660,0,1
30.245313240,1,1
30.295156560,1,0
30.295312260,0,0
30.345158880,0,1
30.345312140,1,1
30.395155200,1,0
30.395311760,0,0
30.445156800,0,1
30.445311720,1,1
30.495158920,1,0
30.495311740,0,0
30.545155840,0,1
30.545310920,1,1
30.595158020,1,0
30.595310580,0,0
30.645160340,0,1
30.645310340,1,1
30.695157500,1,0
30.695310080,0,0
30.745159860,0,1
30.745309800,1,1
30.795162020,1,0
30.795309560,0,0
30.845164400,0,1
30.845309240,1,1
30.895160720,1,0
30.895309020,0,0
30.945162320,0,1
30.945308740,1,1
30.995164440,1,0
30.995308460,0,0
31.045161360,0,1
31.045308200,1,1
31.095163540,1,0
31.095307900,0,0
31.145165860,0,1
31.145307640,1,1
31.195163020,1,0
31.195307940,0,0
31.245163840,0,1
31.245308160,1,1
31.295166380,1,0
31.295329840,0,0
31.345169240,0,1
31.345306500,1,1
31.395165520,1,0
31.395306700,0,0
31.445167900,0,1
31.445306300,1,1
31.495170900,1,0
31.495306480,0,0
31.545167440,0,1
31.545305440,1,1
31.595169620,1,0
31.595305200,0,0
31.645171580,0,1
31.645304940,1,1
31.695173700,1,0
31.695304640,0,0
31.745169800,0,1
31.745304420,1,1
31.795172380,1,0
31.795304160,0,0
31.845174900,0,1
31.845303860,1,1
31.895171580,1,0
31.895303540,0,0
31.945173920,0,1
31.945303280,1,1
31.995176980,1,0
31.995303020,0,0
32.045173420,0,1
32.045302920,1,1
32.095176400,1,0
32.095302480,0,0
32.145178700,0,1
32.145302200,1,1
32.195175020,1,0
32.195302480,0,0
32.245178020,0,1
32.245302220,1,1
32.295175120,1,0
32.295301520,0,0
32.345177480,0,1
32.345301480,1,1
32.395179620,1,0
32.395301040,0,0
32.445182000,0,1
32.445300580,1,1
32.495178320,1,0
32.495300900,0,0
32.545179920,0,1
32.545300040,1,1
32.595182040,1,0
32.595299800,0,0
32.645178960,0,1
32.645299900,1,1
32.695181140,1,0
32.695299260,0,0
32.745183440,0,1
32.745299060,1,1
32.795180620,1,0
32.795298740,0,0
32.845182980,0,1
32.845298600,1,1
32.895185120,1,0
32.895298180,0,0
32.945187480,0,1
32.945297880,1,1
32.995183800,1,0
32.995297820,0,0
33.044955480,0,1
33.045297880,1,1
33.094952620,1,0
33.095297060,0,0
33.144954960,0,1
33.145296820,1,1
33.194957940,1,0
33.195296560,0,0
33.244955140,0,1
33.245297500,1,1
33.294957700,1,0
33.295296560,0,0
33.344960000,0,1
33.345295720,1,1
33.394957100,1,0
33.395295420,0,0
33.444959460,0,1
33.445295280,1,1
33.494956560,1,0
33.495295700,0,0
33.544958580,0,1
33.545294600,1,1
33.594961120,1,0
33.595294380,0,0
33.644958040,0,1
33.645294200,1,1
33.694960240,1,0
33.695293820,0,0
33.744962600,0,1
33.745293520,1,1
33.794959700,1,0
33.795293300,0,0
33.844962160,0,1
33.845293180,1,1
33.894964340,1,0
33.895292860,0,0
33.944966280,0,1
33.945292500,1,1
33.994962500,1,0
33.995292140,0,0
34.044964500,0,1
34.045291900,1,1
34.094967080,1,0
34.095291600,0,0
34.144963680,0,1
34.145291340,1,1
34.194966260,1,0
34.195291120,0,0
34.244967960,0,1
34.245291440,1,1
34.294970420,1,0
34.295291020,0,0
34.344966980,0,1
34.345290440,1,1
34.394969520,1,0
34.395290040,0,0
34.444971820,0,1
34.445290120,1,1
34.494968920,1,0
34.495290040,0,0
34.544970980,0,1
34.545289160,1,1
34.594973480,1,0
34.595288960,0,0
34.644970460,0,1
34.645288700,1,1
34.694973020,1,0
34.695288560,0,0
34.744975320,0,1
34.745288080,1,1
34.794972420,1,0
34.795287860,0,0
34.844974760,0,1
34.845287560,1,1
34.894971860,1,0
34.895287400,0,0
